,SMA,Month_,Date_,Day_,Post,Post Format,Impressions,Click-Through-Rate,Retweets/Shares,Likes,Video Views,Link Clicks,Detail Expands,Hashtag Clicks,User Profile Clicks,Media Engagements,Total Engagements,Engagements,Follows,Replies,Post/Tweet Length,Account
83,LinkedIn,September,2020-02-09,Wednesday,"Lawrence Bruhmuller, CTO at Optimizely believes in philosophy centered around self-organizing teams when he says, “Self-organizing teams figure out if they want to go fast or do something big or small, and they can do those things independently.” 
 
 Our very own Dennis Shiao ?? highlights some key points from a recent Lohika-sponsored Plato AMA Webinar. 
 
 #leadership #engineeringleadership #engineeringmanagers #remoteteams #collaboration #engineeringexcellence #growth",Article,5965,0.0072,3.0,33.0,,43,,,,,79,,,0.0,475.0,Twitter
84,Twitter,February,2020-02-10,Monday,"Are you transitioning to micro-services? Let's start off this week with some practical insights that could help you with your microservices journey. https://t.co/5hQ8kcRl3U

#Microservices #Engineering #DataMining #Consulting #Cloud #Programming",Article,245,0.0022,14412.0,1.0,3.0,0,31.0,0.0,0.0,0.0,0,176.0,176.0,,,LinkedIn
85,LinkedIn,February,2020-02-10,Monday,"Are you transitioning to micro-services? Let's start off this week with some practical insights that could help you with your microservices journey. https://bit.ly/2Bm6iEg

#Microservices #Engineering #DataMining #Consulting #Cloud #Programming",Article,2338,0.0064,1.0,3.0,0.0,15,,,,,19,0.0,,,244.0,Twitter
86,LinkedIn,October,2020-02-10,Friday,"API contracts are essentially set in stone, and adding, changing, or iterating on them is often cumbersome and difficult. 
 
 In this article, Brett Willemsen, engineering manager on the developer ecosystem team at PagerDuty, shares how they kick-started PagerDuty’s API development with little new software development and some simple process changes and lessons they learned along the way you can apply. https://bit.ly/33Pdrto
 
 #engineeringleadership #engineeringexcellence #technology #engineeringteams #collaboration #growth #management #APIs",Article,614,0.0114,0.0,34.0,0.0,7,,,,,41,,,0.0,548.0,Twitter
87,LinkedIn,October,2020-02-10,Friday,"We're excited to sponsor this episode of the Engineering Leadership Podcast from SFELC ??
 
 Jerry Li interviews Maria Latushkin, CTO at Omada Health. 
 
 Maria discusses why you need to give up control as an engineering leader and what holds people back.
 
 It's a great episode! Give it a listen ??
 
 #engineeringmanagement #podcasts #engineeringleadership",Article,907,0.0121,0.0,43.0,0.0,11,,,,,54,,,0.0,359.0,Twitter
88,Twitter,February,2020-02-11,Tuesday,"Becoming an #engineering manager is almost like starting a career in a new field, and requires a whole new set of skills. The team at @Plato share an insightful step-by-step guide to help you become a great leader. https://t.co/cnAnmpsDA8

#Management #Technology #Engineers",Article,274,0.0029,348.0,0.0,0.0,0,1.0,45.0,1.0,10.0,4,1.0,1.0,,,LinkedIn
89,LinkedIn,February,2020-02-11,Friday,"Becoming an engineering manager is almost like starting a career in a new field, and requires a whole new set of skills. The team at Plato share an insightful step-by-step guide to help you become a great leader. 

#EngineeringManagement #Technology #Startups #Software #EngineeringLeadership #Engineers",Article,749,0.0214,0.0,4.0,0.0,16,,,,,20,0.0,,,303.0,Twitter
90,Twitter,February,2020-02-12,Wednesday,"When our client wanted to make their existing data processing workflows near real-time, here's how we helped! https://t.co/D0ka3fdtKK

#DataProcessing #BigData #SoftwareEngineering #ProductDevelopment #Software #Data https://t.co/zGBIEAJyw9",Video,240,0.0,12848.0,0.0,0.0,5470,0.0,0.0,0.0,0.0,0,5531.0,61.0,,,LinkedIn
91,LinkedIn,February,2020-02-12,Thursday,"When our client wanted to make their existing data processing workflows near real-time, here's how we helped! http://bit.ly/2S3wVVk

#DataProcessing #BigData #SoftwareEngineering #ProductDevelopment #Software #Data",Video,3654,0.0066,0.0,4.0,407.0,24,,,,,435,0.0,,,214.0,Twitter
92,Facebook,February,2020-02-12,Wednesday,"When our client wanted to make their existing data processing workflows near real-time, here's how we helped! http://bit.ly/2S3wVVk",Video,3948,0.0172,0.0,0.0,3492.0,68,,,,,3559,67.0,,,131.0,Twitter
93,Twitter,February,2020-02-13,Thursday,Does your #dataprocessing system work for you?https://t.co/D0ka3fdtKK #SoftwareEngineering #BigData #InformationTechnology #Data #Technology #Software https://t.co/ONmijYpUvV,Graphic,177,0.0,357.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,,,LinkedIn
94,LinkedIn,February,2020-02-13,Wednesday,"Does your #dataprocessing system work for you? http://bit.ly/2S3wVVk 

#SoftwareEngineering #BigData #InformationTechnology #Data #Technology #Software",Graphic,651,0.0077,0.0,2.0,0.0,5,,,,,7,0.0,,,151.0,Twitter
95,Facebook,February,2020-02-13,Thursday,Does your #dataprocessing system work for you? http://bit.ly/2S3wVVk,Graphic,41,0.0244,0.0,0.0,0.0,1,,,,,1,1.0,,,68.0,Twitter
96,Twitter,February,2020-02-14,Friday,"""Success is measured by how well people treat each other during the time they spend working together."" @bhorowitz veteran #entrepreneur shares his thoughts on company #culture in this insightful article by @HeidiHackford. https://t.co/wpNqZFP12d

#Leadership #CEOs #Employees https://t.co/bcYjb42h5t",Article,299,0.0,351.0,0.0,0.0,0,0.0,3.0,0.0,2.0,13,1.0,1.0,,,LinkedIn
97,LinkedIn,February,2020-02-14,Monday,"""Success is measured by how well people treat each other during the time they spend working together."" Ben Horowitz veteran entrepreneur shares his thoughts on company culture in this insightful article by Heidi Hackford 

#Culture #Entrepreneuer #Leadership #Success #CEOs #Employees",Article,730,0.0137,0.0,2.0,0.0,10,,,,,12,0.0,,,284.0,Twitter
98,Facebook,February,2020-02-14,Friday,"The Lohika team had a fantastic time in Dallas this week learning more from leaders about big ambitions for growth in 2020! In between the conference learnings and networking, they had some fun enjoying dinners at Moxie’s Grill & Bar and Meddlesome Moth. #lifeatlohika #engineering #softwareengineers #teamculture #informationtechnology #dallas",Image,49,0.0816,0.0,0.0,0.0,4,,,,,6,6.0,,,344.0,Twitter
99,LinkedIn,February,2020-02-14,Tuesday,"The Lohika team had a fantastic time in Dallas this week learning more from leaders about big ambitions for growth in 2020! In between the conference learnings and networking, they had some fun enjoying dinners at Moxie’s Grill & Bar and Meddlesome Moth.

#lifeatlohika #engineering #softwareengineers #teamculture #informationtechnology #dallas",Image,2524,0.2714,0.0,25.0,0.0,685,,,,,710,0.0,,,345.0,Twitter
100,Twitter,February,2020-02-15,Saturday,The Lohika team had a fantastic time in Dallas this week learning from their leaders about big ambitions for growth in 2020! They also had fun at two team dinners at some great Texas restaurants. #lifeatlohika #engineering #softwareengineers #dallas https://t.co/iY00294Bes,Image,273,0.0,388.0,0.0,4.0,13,0.0,82.0,5.0,9.0,0,35.0,22.0,,,LinkedIn
101,Twitter,February,2020-02-17,Monday,"At Lohika, we work on a lot of interesting projects with our clients. Let's start off this week sharing our experience extending our clients offering to the Microsoft Store using UWP. https://t.co/5KTD3FJHBD

#UWP #Microsoft #iOS #Mobile #WinAPI #Technology #Product",Article,266,0.0026,10676.0,0.0,1.0,0,28.0,0.0,0.0,3.0,0,125.0,125.0,,,LinkedIn
102,LinkedIn,February,2020-02-17,Friday,"At Lohika, we work on a lot of interesting projects with our clients. Let's start off this week sharing our experience extending our clients offering to the Microsoft Store using UWP. 

#UWP #Microsoft #iOS #Mobile #WinAPI #Technology #Product",Article,2350,0.0055,0.0,2.0,0.0,13,,,,,15,0.0,,,243.0,Twitter
103,Twitter,February,2020-02-18,Tuesday,"The real question is not if #engineeringmanagers should write #code, but when should they write code, and when should they avoid it. @lucasas shares some simple guidelines to consider when you're tempted to dive in and get you hands dirty. https://t.co/vxK6tfn1kB",Article,263,0.0023,428.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0,6.0,6.0,,,LinkedIn
104,LinkedIn,February,2020-02-18,Friday,"The real question is not if engineering managers should write code, but when should they write code, and when should they avoid it. Lucas Aparecido Souza shares some simple guidelines to consider when you're tempted to dive in and get your hands dirty. 

#Engineering #Leadership #EngineeringManagement #Engineers #Coding #Developers #EngineeringTeams",Article,557,0.0036,0.0,2.0,0.0,2,,,,,4,0.0,,,351.0,Facebook
105,LinkedIn,February,2020-02-19,Thursday,"Having a comprehensive understanding of the current and future state of a system is critical in recognizing how it will affect your organization. Here's how we can help! http://bit.ly/2VjQg6d

#SystemAudit #Technology #Consulting #SoftwareDevelopment #CTOs #VPEs #Engineering",Video,1236,0.0121,0.0,4.0,229.0,15,,,,,248,0.0,,,275.0,Twitter
106,Facebook,February,2020-02-19,Wednesday,Having a comprehensive understanding of the current and future state of a system is critical in recognizing how it will affect your organization. Here's how we can help! http://bit.ly/2VjQg6d,Video,37,0.0811,0.0,0.0,11.0,3,,,,,13,2.0,,,191.0,Twitter
107,LinkedIn,February,2020-02-20,Wednesday,"Investigate the current limits of your system's availability and scalability with our experienced team of elite engineers: http://bit.ly/2KeIYww

#SystemAudit #SoftwareEngineering #Software #Business #Containerization #Intergration",Graphic,1817,0.0055,0.0,5.0,0.0,10,,,,,15,0.0,,,231.0,Twitter
108,Facebook,February,2020-02-20,Thursday,Investigate the current limits of your system's availability and scalability with our experienced team of elite engineers: http://bit.ly/2KeIYww,Graphic,1085,0.0212,0.0,0.0,0.0,23,,,,,33,33.0,,,144.0,Twitter
109,Twitter,February,2020-02-21,Friday,"Remote #engineeringteams allow for #growth and directional change more fluidly than the alternative, if you know what youâ€™re doing. And if you donâ€™t, here's how. Interesting perspective from @Faith_Benson_ https://t.co/FpoWhUbkMG

#SoftwareDevelopment #RemoteTeams #Engineers",Article,279,0.0125,241.0,0.0,0.0,0,3.0,63.0,3.0,7.0,17,4.0,4.0,,,LinkedIn
110,LinkedIn,February,2020-02-21,Tuesday,"Remote engineering teams allow for growth and directional change more fluidly than the alternative, if you know what you’re doing. And if you don’t, here's how. Interesting perspective from Faith Benson 

#EngineeringTeams #Developer #SoftwareDevelopment #RemoteTeams #Engineers #Software",Article,688,0.0189,1.0,5.0,0.0,13,,,,,19,0.0,,,288.0,Twitter
111,Twitter,February,2020-02-24,Monday,"Lohika brings together #technology, #innovation, and expertise to meet your most critical needs. Find out how we can help you create impactful and cutting-edge marketing technology platforms, and accelerate time to market. https://t.co/Xw33BJJcvn

#BigData #Analytics #MarTech https://t.co/zLtDF3QlXL",Article,300,0.001,7130.0,0.0,0.0,17,7.0,0.0,0.0,2.0,0,114.0,97.0,,,LinkedIn
112,LinkedIn,February,2020-02-24,Monday,"Lohika brings together #technology, #innovation, and expertise to meet your most critical needs. Find out how we can help you create impactful and cutting-edge marketing technology platforms, and accelerate time to market. https://bit.ly/31EdE15

#BigData #Analytics #MarTech",Article,1815,0.0072,0.0,2.0,0.0,13,,,,,15,0.0,,,275.0,Twitter
113,Twitter,February,2020-02-25,Tuesday,"Being technically proficient in the area of work is important to both traditions, and is particularly central to the research-driven approach. @Lethain shares some insightful thoughts on why #EngineeringManagers should be technical. https://t.co/ArQQ3RtcYy

#Engineering",Article,270,0.0,235.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,2.0,2.0,,,LinkedIn
114,LinkedIn,February,2020-02-25,Friday,"Being technically proficient in the area of work is important to both traditions, and is particularly central to the research-driven approach. Will Larson shares some insightful thoughts on why Engineering Managers should be technical. 

#Engineering #Leadership #EngineeringManagement #Growth #Engineers",Article,644,0.0093,0.0,5.0,0.0,6,,,,,11,0.0,,,304.0,Twitter
115,Facebook,February,2020-02-25,Tuesday,We’re ready for tonight’s Good People Dinner! Can’t wait to see everyone ?? #GoodPeople #Networking #Networking,Image,33,0.0303,0.0,0.0,0.0,1,,,,,3,3.0,,,111.0,Twitter
116,Facebook,February,2020-02-25,Tuesday,A sneak peek of what Chef Francis Ang has in store for tonight’s Good People Dinner #GoodPeople,Image,36,0.0556,0.0,0.0,0.0,2,,,,,4,4.0,,,95.0,Twitter
117,Twitter,February,2020-02-26,Wednesday,Good People Dinner: bringing together community #GoodPeople #Lohika #Networking #NetworkingEvent https://t.co/D9QSLjcO1Y,Image,120,0.0,295.0,0.0,1.0,4,0.0,0.0,0.0,4.0,12,9.0,5.0,,,LinkedIn
118,Twitter,February,2020-02-26,Wednesday,"We had a great time last night making new friends at the Good People Dinner hosted by @Lohika. We shared thoughtful conversation with engineering managers, CEOs, product leads, and founders and learned practical interview techniques with speaker Jordan Burton. ðŸ˜„ https://t.co/cCBOhvUKe9",Image,289,0.0,249.0,0.0,2.0,12,0.0,5.0,0.0,0.0,11,30.0,18.0,,,LinkedIn
119,Facebook,February,2020-02-26,Wednesday,Lohika,Image,0,0.0,0.0,0.0,0.0,0,,,,,0,0.0,,,6.0,Facebook
120,LinkedIn,February,2020-02-26,Thursday,"Good People Dinner: bringing community together ??

#GoodPeople #Networking #NetworkingEvent",Image,1037,0.0521,0.0,10.0,0.0,54,,,,,64,0.0,,,92.0,Twitter
121,Facebook,February,2020-02-26,Wednesday,https://www.facebook.com/555000636/posts/10163204855030637/?d=n,Image,57,0.0702,0.0,0.0,0.0,4,,,,,4,4.0,,,63.0,Twitter
122,Facebook,February,2020-02-26,Wednesday,Thanks for another fantastic Lohika GP Dinner Raman Frey! Amazing food and great company! Looking forward to our next one in Palo Alto in March! #goodtimes #goodpeople #lohika Altran,Image,45,0.1111,0.0,0.0,0.0,5,,,,,3,3.0,,,182.0,Twitter
123,Twitter,February,2020-02-27,Thursday,"We hosted another fantastic Altran/Lohika Good People Dinner in San Francisco this week, in collaboration with @RamanFrey.

Thanks to those who joined us ðŸ™

Amazing food and great company ðŸ™Œ

Looking forward to our next one in Palo Alto on March 25th! #BayArea https://t.co/F5jpho85U3",Image,289,0.0,395.0,1.0,5.0,11,0.0,1.0,0.0,0.0,0,33.0,22.0,,,LinkedIn
124,LinkedIn,February,2020-02-27,Wednesday,"We hosted another fantastic Lohika GP Dinner in San Francisco last night. Thanks to those who joined us. Amazing food and great company. Looking forward to our next one in Palo Alto on March 25! 

#Goodtimes #Goodpeople #Lohika #Altran #GoodPeopleDinner #Networking #Thankful 

Cindy-Anne Lewis, Tom Scopazzi, Mikael Carlsson",Image,1978,0.4368,0.0,14.0,0.0,864,,,,,878,0.0,,,325.0,Twitter
125,Twitter,February,2020-02-28,Friday,"#SaaStrAnnual is here and the team at Lohika is excited to join over 15,000 CEOs and investors at this year's event. Join us at Booth 1317 and use our link to get a 20% off discount code. https://t.co/OlijOFE0Xw

#SaaStr #SaaStr2020 #Saas #Startups #SaaStrSpeaker https://t.co/or2o1ZIfBQ",Image,287,0.0,296.0,0.0,2.0,1,0.0,3.0,0.0,3.0,0,10.0,9.0,,,LinkedIn
126,Twitter,February,2020-02-28,Friday,"It is certainly helpful to have technical expertise in your domain, but that alone does not make an effective manager. Insightful thoughts from @davidimurray https://t.co/yqFc1yBd7z

#Leadership #Strategy #EnginneeringLeadership #TeamBuilding",Article,242,0.0,113.0,1.0,0.0,0,0.0,3.0,1.0,2.0,1,2.0,2.0,,,LinkedIn
127,Facebook,February,2020-02-28,Friday,"#SaaStrAnnual is here and the team at Lohika is excited to join over 15,000 CEOs and investors at this year's event. Join us at Booth 1317 and use our link to get a 20% off discount code. ???? http://bit.ly/3cbH8Zj #SaaStr #SaaStr2020 #Saas #Startups #SaaStrSpeaker",Image,24,0.0,0.0,0.0,0.0,0,,,,,0,0.0,,,265.0,Facebook
